800 600 14
1 15.000000 15.000000 2
2 200 100 100 4
9 20 1.000000 0.000000 3.000000 9.000000
1.200000 1000.000000 2.000000
376 10 0.050000
0 15.000000 15.000000 744.333313 486.000000
0 1.000000 3.000000 0 440.000000 269.000000 581.161011 374.567139 1.144329 0.361262
1 1.000000 3.000000 0 438.000000 325.000000 712.800720 441.704224 0.782299 0.909950
2 1.000000 3.000000 0 411.000000 348.000000 418.950439 287.075226 0.356443 -1.091333
3 1.000000 3.000000 0 414.000000 327.000000 310.338196 270.593750 -0.424554 -0.230185
4 1.000000 3.000000 0 395.000000 277.000000 375.011322 249.105591 0.138661 0.421289
5 1.000000 3.000000 0 392.000000 329.000000 398.899780 234.778793 0.241730 0.583913
6 1.000000 3.000000 0 399.000000 343.000000 367.495728 197.212952 -0.209643 0.474378
7 1.000000 3.000000 0 387.000000 299.000000 406.188873 244.561172 -0.017631 0.709423
8 1.000000 3.000000 0 404.000000 323.000000 354.390442 185.473938 -0.488815 0.374492
9 1.000000 3.000000 0 417.000000 280.000000 338.715698 238.325256 -0.101798 -0.091539
10 1.000000 3.000000 0 352.000000 322.000000 427.353485 288.334015 0.989508 -0.440513
11 1.000000 3.000000 0 419.000000 265.000000 354.609467 245.409454 0.633305 -0.082918
12 1.000000 3.000000 0 417.000000 341.000000 533.646240 354.099731 0.958941 0.721410
13 1.000000 3.000000 0 360.000000 280.000000 397.230957 245.820068 0.042099 0.265520
14 1.000000 3.000000 1 446.000000 313.000000 742.994812 483.910339 0.648019 1.009986
15 1.000000 3.000000 0 363.000000 336.000000 449.253143 286.936188 1.084088 -0.107868
16 1.000000 3.000000 0 432.000000 252.000000 381.484558 272.480865 1.068217 -0.318447
17 1.000000 3.000000 0 411.000000 346.000000 390.038818 281.447998 -0.088676 -1.107979
18 1.000000 3.000000 0 402.000000 327.000000 363.108551 201.702682 -0.419204 0.633850
19 1.000000 3.000000 0 423.000000 347.000000 661.404907 401.904633 1.090776 0.500209
20 1.000000 3.000000 0 407.000000 317.000000 347.326447 159.217957 -0.340954 -0.175196
21 1.000000 3.000000 0 378.000000 256.000000 369.188446 257.599762 0.138345 0.062279
