0 0 0.000000 0 0.000000
0 15.000000 15.000000 744.333313 486.000000
0 1.000000 3.000000 0 440.000000 269.000000 440.000000 269.000000 0.000000 0.000000
1 1.000000 3.000000 0 438.000000 325.000000 438.000000 325.000000 0.000000 0.000000
2 1.000000 3.000000 0 411.000000 348.000000 411.000000 348.000000 0.000000 0.000000
3 1.000000 3.000000 0 414.000000 327.000000 414.000000 327.000000 0.000000 0.000000
4 1.000000 3.000000 0 395.000000 277.000000 395.000000 277.000000 0.000000 0.000000
5 1.000000 3.000000 0 392.000000 329.000000 392.000000 329.000000 0.000000 0.000000
6 1.000000 3.000000 0 399.000000 343.000000 399.000000 343.000000 0.000000 0.000000
7 1.000000 3.000000 0 387.000000 299.000000 387.000000 299.000000 0.000000 0.000000
8 1.000000 3.000000 0 404.000000 323.000000 404.000000 323.000000 0.000000 0.000000
9 1.000000 3.000000 0 417.000000 280.000000 417.000000 280.000000 0.000000 0.000000
10 1.000000 3.000000 0 352.000000 322.000000 352.000000 322.000000 0.000000 0.000000
11 1.000000 3.000000 0 419.000000 265.000000 419.000000 265.000000 0.000000 0.000000
12 1.000000 3.000000 0 417.000000 341.000000 417.000000 341.000000 0.000000 0.000000
13 1.000000 3.000000 0 360.000000 280.000000 360.000000 280.000000 0.000000 0.000000
14 1.000000 3.000000 0 446.000000 313.000000 446.000000 313.000000 0.000000 0.000000
15 1.000000 3.000000 0 363.000000 336.000000 363.000000 336.000000 0.000000 0.000000
16 1.000000 3.000000 0 432.000000 252.000000 432.000000 252.000000 0.000000 0.000000
17 1.000000 3.000000 0 411.000000 346.000000 411.000000 346.000000 0.000000 0.000000
18 1.000000 3.000000 0 402.000000 327.000000 402.000000 327.000000 0.000000 0.000000
19 1.000000 3.000000 0 423.000000 347.000000 423.000000 347.000000 0.000000 0.000000
20 1.000000 3.000000 0 407.000000 317.000000 407.000000 317.000000 0.000000 0.000000
21 1.000000 3.000000 0 378.000000 256.000000 378.000000 256.000000 0.000000 0.000000
22 1.000000 3.000000 0 410.000000 315.000000 410.000000 315.000000 0.000000 0.000000
23 1.000000 3.000000 0 406.000000 264.000000 406.000000 264.000000 0.000000 0.000000
24 1.000000 3.000000 0 440.000000 325.000000 440.000000 325.000000 0.000000 0.000000
25 1.000000 3.000000 0 394.000000 295.000000 394.000000 295.000000 0.000000 0.000000
26 1.000000 3.000000 0 449.000000 316.000000 449.000000 316.000000 0.000000 0.000000
27 1.000000 3.000000 0 410.000000 316.000000 410.000000 316.000000 0.000000 0.000000
